amount,payment_method,failure_category,attempt_number,previous_success_rate,previous_failures,customer_tenure_days,subscription,recovered
5679,upi,HARD_DECLINE,2,0.489,4,705,0,0
3440,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.734,0,799,1,0
382,wallet,CUSTOMER_ACTION_REQUIRED,1,0.68,12,768,1,1
5662,debit_card,SOFT_DECLINE,1,0.496,20,1707,1,1
5293,debit_card,UNKNOWN,1,0.29,11,1304,0,0
3491,debit_card,SOFT_DECLINE,3,0.956,21,469,1,0
4182,debit_card,UNKNOWN,3,0.764,13,1072,1,0
1565,upi,HARD_DECLINE,1,0.03,13,1584,0,0
7275,credit_card,TRANSIENT,3,0.68,17,687,0,1
3288,debit_card,HARD_DECLINE,1,0.046,19,1426,0,0
5472,debit_card,HARD_DECLINE,1,0.956,16,1066,0,0
99,credit_card,TRANSIENT,1,0.597,2,251,0,1
6247,debit_card,TRANSIENT,1,0.611,6,1434,0,1
3146,upi,TRANSIENT,1,0.002,21,1851,1,0
6323,credit_card,SOFT_DECLINE,2,0.952,17,1120,0,0
1146,net_banking,SOFT_DECLINE,1,0.453,12,538,0,1
2483,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.233,16,1462,1,0
2472,debit_card,HARD_DECLINE,2,0.413,8,1767,1,0
4948,upi,HARD_DECLINE,2,0.762,19,1710,0,0
765,upi,HARD_DECLINE,1,0.444,9,588,0,0
2565,debit_card,SOFT_DECLINE,1,0.932,8,816,0,1
2441,upi,HARD_DECLINE,1,0.808,12,666,0,0
3944,net_banking,SOFT_DECLINE,2,0.792,18,1584,1,0
3327,debit_card,HARD_DECLINE,1,0.668,25,1093,1,0
318,debit_card,HARD_DECLINE,2,0.577,25,328,1,0
4610,net_banking,HARD_DECLINE,1,0.186,1,493,0,0
4859,upi,HARD_DECLINE,1,0.387,22,161,1,0
9422,upi,CUSTOMER_ACTION_REQUIRED,1,0.245,8,1642,1,0
2569,net_banking,HARD_DECLINE,1,0.776,21,847,0,0
3932,debit_card,HARD_DECLINE,1,0.002,11,720,1,0
197,upi,CUSTOMER_ACTION_REQUIRED,1,0.424,20,553,0,0
3344,net_banking,UNKNOWN,1,0.255,13,757,1,0
3587,credit_card,SOFT_DECLINE,1,0.088,21,1074,0,1
4232,net_banking,HARD_DECLINE,1,0.574,18,1110,1,0
4438,debit_card,TRANSIENT,1,0.101,7,678,0,0
2867,credit_card,TRANSIENT,1,0.186,18,1055,0,0
4605,upi,SOFT_DECLINE,1,0.854,21,1240,0,1
2866,credit_card,SOFT_DECLINE,1,0.982,25,1065,0,1
2958,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.127,2,1112,1,0
5870,upi,CUSTOMER_ACTION_REQUIRED,2,0.362,19,72,1,1
1382,credit_card,TRANSIENT,2,0.429,3,1672,1,1
8734,net_banking,UNKNOWN,1,0.484,23,1866,0,0
4656,debit_card,TRANSIENT,1,0.751,4,252,0,1
3838,net_banking,SOFT_DECLINE,1,0.447,4,119,1,1
5645,credit_card,TRANSIENT,2,0.18,13,872,0,0
5212,credit_card,TRANSIENT,1,0.51,13,1592,1,1
4335,credit_card,SOFT_DECLINE,1,0.139,1,1411,1,0
916,credit_card,SOFT_DECLINE,1,0.889,11,1880,0,0
3609,debit_card,HARD_DECLINE,1,0.426,0,683,0,1
2647,credit_card,TRANSIENT,1,0.87,19,444,0,0
1964,upi,SOFT_DECLINE,1,0.23,22,1912,1,0
2612,debit_card,SOFT_DECLINE,3,0.871,13,707,0,1
864,credit_card,SOFT_DECLINE,1,0.108,16,495,1,1
2996,credit_card,SOFT_DECLINE,2,0.684,23,256,0,1
1377,credit_card,TRANSIENT,2,0.906,10,1484,1,1
1727,credit_card,HARD_DECLINE,1,0.365,7,489,0,0
1989,debit_card,TRANSIENT,2,0.368,9,426,0,0
4019,net_banking,TRANSIENT,2,0.264,14,1932,0,0
2256,upi,TRANSIENT,1,0.967,8,932,1,1
724,upi,SOFT_DECLINE,2,0.805,6,1915,0,0
797,credit_card,HARD_DECLINE,2,0.847,11,809,0,0
2319,debit_card,HARD_DECLINE,3,0.237,22,1615,0,1
3881,wallet,HARD_DECLINE,2,0.721,18,201,0,0
1306,credit_card,SOFT_DECLINE,1,0.889,9,1348,0,1
654,credit_card,HARD_DECLINE,1,0.386,22,1499,0,0
5427,debit_card,UNKNOWN,1,0.931,11,986,1,0
6308,debit_card,UNKNOWN,1,0.577,12,398,0,0
6588,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.111,21,1706,1,1
7761,net_banking,TRANSIENT,2,0.383,23,1707,0,1
4240,net_banking,SOFT_DECLINE,3,0.886,25,481,0,1
3156,upi,HARD_DECLINE,2,0.003,17,167,0,1
447,wallet,CUSTOMER_ACTION_REQUIRED,1,0.024,25,1398,0,0
3006,debit_card,SOFT_DECLINE,1,0.05,8,1404,0,1
4139,credit_card,SOFT_DECLINE,1,0.647,24,1535,0,0
2698,wallet,SOFT_DECLINE,1,0.636,19,771,0,0
3584,wallet,HARD_DECLINE,1,0.816,3,449,0,0
1704,net_banking,UNKNOWN,3,0.663,25,608,0,0
5240,debit_card,HARD_DECLINE,1,0.747,25,1509,0,0
3707,debit_card,TRANSIENT,1,0.731,15,1518,0,1
1239,credit_card,UNKNOWN,2,0.614,19,1395,0,0
3558,credit_card,HARD_DECLINE,1,0.387,18,1238,0,0
4885,upi,SOFT_DECLINE,1,0.38,8,902,0,1
124,debit_card,SOFT_DECLINE,1,0.569,18,1208,1,1
6773,credit_card,HARD_DECLINE,1,0.217,10,1343,0,0
4961,upi,HARD_DECLINE,1,0.232,10,1756,1,0
1051,credit_card,TRANSIENT,3,0.254,16,283,1,0
857,net_banking,SOFT_DECLINE,1,0.29,11,280,0,0
2086,credit_card,TRANSIENT,2,0.511,10,1884,0,0
2505,credit_card,HARD_DECLINE,2,0.844,11,1743,0,0
1970,wallet,SOFT_DECLINE,1,0.845,2,969,1,1
265,debit_card,TRANSIENT,1,0.319,11,537,0,0
99,debit_card,TRANSIENT,1,0.969,5,132,0,1
6957,credit_card,HARD_DECLINE,1,0.855,14,1348,0,0
3359,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.89,25,973,0,0
4092,debit_card,SOFT_DECLINE,1,0.759,7,1615,0,0
6688,net_banking,SOFT_DECLINE,1,0.146,15,1626,0,0
4472,debit_card,HARD_DECLINE,2,0.15,0,248,0,0
421,net_banking,SOFT_DECLINE,3,0.642,6,1994,1,0
727,credit_card,HARD_DECLINE,1,0.953,6,1112,1,0
1665,credit_card,HARD_DECLINE,2,0.3,11,840,1,0
5621,debit_card,UNKNOWN,2,0.879,5,817,1,0
1711,debit_card,SOFT_DECLINE,3,0.962,7,729,0,0
3748,upi,HARD_DECLINE,1,0.25,9,38,0,0
2437,credit_card,HARD_DECLINE,1,0.062,25,1308,0,0
4929,upi,SOFT_DECLINE,2,0.051,1,1660,0,0
6114,wallet,SOFT_DECLINE,2,0.108,6,720,1,0
4043,credit_card,HARD_DECLINE,1,0.913,5,626,0,0
6302,debit_card,SOFT_DECLINE,1,0.664,2,1112,0,0
3883,credit_card,SOFT_DECLINE,2,0.435,11,1526,0,1
3289,net_banking,SOFT_DECLINE,3,0.697,10,1160,1,0
2112,debit_card,TRANSIENT,1,0.17,1,1471,1,0
5846,credit_card,SOFT_DECLINE,1,0.686,20,609,1,0
4699,debit_card,HARD_DECLINE,1,0.284,24,202,1,0
5683,upi,SOFT_DECLINE,1,0.285,5,874,1,1
1083,credit_card,TRANSIENT,2,0.108,9,1852,1,1
2202,upi,CUSTOMER_ACTION_REQUIRED,3,0.513,16,830,0,0
446,upi,SOFT_DECLINE,1,0.187,25,1258,1,0
8845,upi,SOFT_DECLINE,3,0.312,8,1451,0,1
1077,debit_card,CUSTOMER_ACTION_REQUIRED,2,0.719,17,1370,1,1
4297,debit_card,TRANSIENT,1,0.829,17,1601,1,0
1822,debit_card,SOFT_DECLINE,3,0.973,23,286,1,0
4146,credit_card,HARD_DECLINE,2,0.63,24,353,1,0
5219,net_banking,TRANSIENT,2,0.253,7,1129,0,0
7229,debit_card,CUSTOMER_ACTION_REQUIRED,2,0.732,20,1329,0,0
3796,debit_card,HARD_DECLINE,2,0.9,22,839,0,0
5330,upi,UNKNOWN,2,0.075,14,1361,1,0
1208,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.219,1,1837,0,0
4121,upi,TRANSIENT,2,0.967,4,610,0,0
184,credit_card,TRANSIENT,1,0.289,2,924,0,0
601,upi,SOFT_DECLINE,2,0.752,24,1483,0,0
1402,credit_card,SOFT_DECLINE,1,0.103,17,376,0,0
4334,debit_card,TRANSIENT,1,0.834,17,1363,0,1
6478,upi,CUSTOMER_ACTION_REQUIRED,1,0.181,7,751,0,0
1197,credit_card,HARD_DECLINE,1,0.821,23,903,0,0
1427,upi,HARD_DECLINE,1,0.312,14,1504,1,1
1362,net_banking,SOFT_DECLINE,1,0.723,17,1911,0,1
576,upi,SOFT_DECLINE,2,0.913,6,1632,1,1
3675,wallet,SOFT_DECLINE,1,0.011,10,1897,0,1
3677,credit_card,HARD_DECLINE,1,0.359,23,380,1,0
4909,credit_card,SOFT_DECLINE,2,0.742,19,167,0,1
1254,upi,SOFT_DECLINE,1,0.921,22,1922,0,1
4413,debit_card,SOFT_DECLINE,2,0.932,7,853,0,0
4129,net_banking,TRANSIENT,2,0.252,15,516,0,0
6332,credit_card,TRANSIENT,1,0.502,25,984,0,0
6746,credit_card,UNKNOWN,3,0.678,6,1327,0,1
6849,debit_card,SOFT_DECLINE,2,0.654,18,1566,1,0
315,debit_card,SOFT_DECLINE,2,0.749,4,1984,0,1
5483,upi,TRANSIENT,2,0.498,6,174,1,0
2158,credit_card,UNKNOWN,3,0.898,17,1061,0,0
3460,debit_card,TRANSIENT,1,0.259,0,84,1,0
1335,net_banking,TRANSIENT,1,0.417,17,1979,0,1
4312,credit_card,TRANSIENT,1,0.253,17,208,0,1
3594,debit_card,SOFT_DECLINE,1,0.55,17,942,0,0
99,credit_card,TRANSIENT,2,0.854,6,1391,1,1
1649,debit_card,TRANSIENT,1,0.213,6,658,1,1
3492,credit_card,SOFT_DECLINE,2,0.002,0,1318,1,1
3142,debit_card,TRANSIENT,3,0.455,9,302,1,0
1415,credit_card,UNKNOWN,1,0.357,24,1792,0,0
419,debit_card,HARD_DECLINE,2,0.077,16,1669,0,0
175,upi,HARD_DECLINE,2,0.454,13,1005,0,0
3063,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.656,4,1647,1,0
303,upi,SOFT_DECLINE,2,0.042,16,1005,1,0
631,credit_card,TRANSIENT,1,0.501,16,1685,0,0
3204,net_banking,HARD_DECLINE,1,0.686,15,1999,0,0
4209,upi,HARD_DECLINE,1,0.626,25,249,1,0
4142,debit_card,SOFT_DECLINE,2,0.539,10,518,0,0
6034,net_banking,TRANSIENT,2,0.601,24,512,0,0
5521,debit_card,HARD_DECLINE,1,0.847,14,47,1,1
3499,upi,SOFT_DECLINE,2,0.197,17,1374,1,1
636,debit_card,CUSTOMER_ACTION_REQUIRED,2,0.674,8,608,0,0
206,net_banking,SOFT_DECLINE,1,0.593,13,963,0,0
4853,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.716,23,307,0,0
2413,credit_card,HARD_DECLINE,1,0.78,21,1394,1,0
3613,upi,HARD_DECLINE,3,0.782,9,854,1,0
3229,debit_card,HARD_DECLINE,1,0.944,3,1960,0,0
2131,upi,UNKNOWN,1,0.951,4,1995,0,0
3559,net_banking,SOFT_DECLINE,1,0.696,18,1153,0,1
199,wallet,CUSTOMER_ACTION_REQUIRED,1,0.242,10,978,0,0
2963,credit_card,HARD_DECLINE,2,0.464,4,660,0,0
829,upi,HARD_DECLINE,2,0.601,25,1421,1,0
1120,credit_card,HARD_DECLINE,3,0.513,3,1674,0,0
1828,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.574,9,986,1,0
2257,net_banking,TRANSIENT,2,0.059,16,902,0,0
2789,credit_card,TRANSIENT,1,0.372,16,1642,1,1
5341,net_banking,HARD_DECLINE,1,0.022,8,525,0,0
1509,net_banking,TRANSIENT,2,0.296,25,1631,0,1
4944,credit_card,TRANSIENT,2,0.155,3,179,0,1
5764,credit_card,HARD_DECLINE,2,0.028,0,1031,1,0
1610,credit_card,HARD_DECLINE,2,0.36,4,391,1,0
2083,upi,SOFT_DECLINE,2,0.946,23,1574,0,1
5637,credit_card,SOFT_DECLINE,2,0.12,13,252,0,0
1480,upi,HARD_DECLINE,1,0.792,2,1123,1,0
1724,debit_card,SOFT_DECLINE,2,0.878,17,345,0,1
1062,debit_card,HARD_DECLINE,2,0.817,21,666,0,0
2581,credit_card,TRANSIENT,1,0.593,11,1076,1,1
1202,net_banking,HARD_DECLINE,1,0.03,0,1926,0,0
6116,upi,CUSTOMER_ACTION_REQUIRED,1,0.586,20,1711,0,0
2632,upi,SOFT_DECLINE,1,0.704,15,1038,0,1
4275,credit_card,HARD_DECLINE,1,0.794,7,99,1,0
669,debit_card,TRANSIENT,1,0.136,9,1148,0,0
5015,debit_card,HARD_DECLINE,1,0.208,14,1245,1,0
1799,debit_card,UNKNOWN,2,0.021,3,316,1,0
1313,debit_card,SOFT_DECLINE,2,0.253,11,1527,1,0
3923,debit_card,TRANSIENT,2,0.814,4,1755,0,1
446,upi,TRANSIENT,1,0.136,21,1951,0,1
1303,credit_card,SOFT_DECLINE,1,0.372,20,1720,1,0
962,upi,HARD_DECLINE,1,0.635,16,1943,0,0
1698,debit_card,UNKNOWN,3,0.427,25,1773,0,0
2355,upi,HARD_DECLINE,1,0.798,19,1460,0,0
2457,net_banking,HARD_DECLINE,1,0.725,23,253,0,0
2077,net_banking,HARD_DECLINE,2,0.439,3,1113,1,0
4712,credit_card,UNKNOWN,3,0.394,21,1902,1,0
3256,net_banking,SOFT_DECLINE,1,0.03,21,596,0,0
2313,debit_card,UNKNOWN,1,0.231,2,1989,1,1
3762,credit_card,TRANSIENT,2,0.131,22,1265,1,0
1760,upi,HARD_DECLINE,2,0.932,22,1970,1,0
4993,debit_card,CUSTOMER_ACTION_REQUIRED,2,0.183,19,460,1,0
314,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.788,22,932,0,1
942,upi,SOFT_DECLINE,1,0.825,11,275,1,1
3980,debit_card,TRANSIENT,2,0.627,22,1098,0,0
4661,debit_card,HARD_DECLINE,2,0.831,6,1821,0,0
5303,credit_card,SOFT_DECLINE,1,0.568,6,164,0,1
2554,upi,HARD_DECLINE,1,0.476,6,1752,1,0
6420,credit_card,CUSTOMER_ACTION_REQUIRED,3,0.889,8,1957,1,0
2620,net_banking,SOFT_DECLINE,2,0.684,14,1401,0,0
4401,net_banking,HARD_DECLINE,1,0.019,19,150,0,0
3238,upi,HARD_DECLINE,1,0.157,24,278,0,0
3244,debit_card,UNKNOWN,2,0.57,24,107,1,0
11297,net_banking,CUSTOMER_ACTION_REQUIRED,3,0.894,16,1507,0,0
1797,debit_card,SOFT_DECLINE,1,0.819,17,1106,0,0
1856,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.067,10,54,1,0
3708,net_banking,SOFT_DECLINE,1,0.546,15,1360,1,0
2681,debit_card,SOFT_DECLINE,1,0.949,0,1233,1,0
1020,credit_card,SOFT_DECLINE,1,0.248,13,1303,1,0
709,debit_card,SOFT_DECLINE,3,0.104,3,619,0,0
3477,wallet,SOFT_DECLINE,2,0.324,1,1426,0,0
6138,credit_card,SOFT_DECLINE,2,0.261,6,1932,1,0
6431,net_banking,CUSTOMER_ACTION_REQUIRED,3,0.715,12,949,1,1
5718,upi,HARD_DECLINE,2,0.695,18,1076,0,0
1615,net_banking,HARD_DECLINE,1,0.075,24,206,1,0
4675,debit_card,UNKNOWN,1,0.429,2,1062,0,1
4365,debit_card,HARD_DECLINE,1,0.072,5,600,0,0
1910,upi,TRANSIENT,1,0.67,16,331,0,1
1099,net_banking,TRANSIENT,1,0.039,20,1236,1,1
2427,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.786,5,914,0,0
7260,credit_card,TRANSIENT,3,0.668,23,355,0,1
2208,debit_card,SOFT_DECLINE,1,0.389,15,408,0,1
3525,credit_card,TRANSIENT,1,0.576,25,1232,1,1
284,credit_card,HARD_DECLINE,2,0.381,0,1218,0,0
6956,net_banking,TRANSIENT,1,0.653,1,1459,0,1
722,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.976,20,860,1,1
2655,debit_card,HARD_DECLINE,2,0.68,14,1803,0,0
99,upi,UNKNOWN,2,0.426,0,1051,1,0
3042,upi,CUSTOMER_ACTION_REQUIRED,3,0.784,23,1240,1,0
5713,debit_card,SOFT_DECLINE,3,0.197,17,926,1,0
3401,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.186,2,1886,0,0
8476,debit_card,SOFT_DECLINE,1,0.325,11,1736,0,0
147,credit_card,SOFT_DECLINE,1,0.17,16,770,0,0
2282,upi,SOFT_DECLINE,2,0.501,5,886,1,1
3897,credit_card,HARD_DECLINE,1,0.87,25,1103,0,0
4435,debit_card,TRANSIENT,2,0.014,22,1713,1,0
2509,upi,TRANSIENT,1,0.923,11,889,0,0
4935,net_banking,TRANSIENT,2,0.11,14,1361,0,0
1465,debit_card,SOFT_DECLINE,1,0.099,21,1706,0,0
2038,debit_card,HARD_DECLINE,2,0.667,14,1569,0,0
724,upi,CUSTOMER_ACTION_REQUIRED,1,0.394,17,752,1,0
6289,debit_card,HARD_DECLINE,2,0.586,9,704,0,0
2184,debit_card,TRANSIENT,1,0.529,18,1173,0,0
6396,credit_card,SOFT_DECLINE,1,0.167,13,187,0,0
374,debit_card,HARD_DECLINE,1,0.784,7,1351,0,0
901,credit_card,SOFT_DECLINE,2,0.14,13,1793,0,0
4289,credit_card,TRANSIENT,1,0.089,22,418,0,0
1568,net_banking,TRANSIENT,2,0.108,3,1670,0,1
790,debit_card,TRANSIENT,1,0.32,4,1456,1,1
2975,debit_card,SOFT_DECLINE,1,0.412,14,1947,1,0
5463,credit_card,UNKNOWN,1,0.546,20,1057,0,0
4213,debit_card,HARD_DECLINE,3,0.955,19,914,0,0
1363,net_banking,UNKNOWN,1,0.885,17,925,0,1
1803,net_banking,HARD_DECLINE,1,0.683,1,1448,1,0
4786,credit_card,HARD_DECLINE,1,0.861,19,657,0,0
661,upi,UNKNOWN,1,0.885,17,611,1,0
5702,credit_card,SOFT_DECLINE,1,0.565,19,1845,0,1
2415,credit_card,CUSTOMER_ACTION_REQUIRED,3,0.817,15,1695,1,0
1465,wallet,HARD_DECLINE,2,0.127,0,414,0,0
6683,net_banking,TRANSIENT,1,0.86,11,1334,1,1
3441,debit_card,SOFT_DECLINE,1,0.986,8,884,0,1
1531,debit_card,TRANSIENT,1,0.632,7,1262,1,1
3499,credit_card,TRANSIENT,1,0.241,17,217,0,1
4229,debit_card,TRANSIENT,1,0.855,24,1109,0,1
4288,credit_card,SOFT_DECLINE,1,0.753,11,130,0,1
4580,upi,HARD_DECLINE,1,0.867,5,1085,1,0
3142,upi,UNKNOWN,1,0.004,25,444,1,0
2462,debit_card,TRANSIENT,2,0.174,21,702,0,1
514,upi,UNKNOWN,1,0.436,10,556,0,1
3244,debit_card,TRANSIENT,3,0.338,9,1171,0,0
967,credit_card,UNKNOWN,1,0.683,18,474,0,0
4689,upi,CUSTOMER_ACTION_REQUIRED,1,0.708,4,1999,1,1
2855,credit_card,HARD_DECLINE,2,0.569,13,352,0,0
7902,upi,SOFT_DECLINE,2,0.504,9,1693,0,1
4202,net_banking,HARD_DECLINE,2,0.865,7,951,0,0
3564,wallet,TRANSIENT,1,0.242,22,1642,0,0
3336,net_banking,UNKNOWN,2,0.421,21,412,0,1
2006,debit_card,UNKNOWN,2,0.673,19,211,1,0
2987,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.251,5,1563,0,0
4742,credit_card,SOFT_DECLINE,1,0.69,22,45,0,0
5429,net_banking,TRANSIENT,1,0.319,14,1071,1,0
2337,net_banking,CUSTOMER_ACTION_REQUIRED,3,0.32,15,247,1,0
3084,upi,TRANSIENT,1,0.9,21,896,1,0
3415,upi,SOFT_DECLINE,1,0.957,14,1841,1,1
4850,credit_card,HARD_DECLINE,3,0.654,7,622,1,0
6160,credit_card,TRANSIENT,1,0.379,20,1645,0,0
6975,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.749,23,441,1,0
1376,debit_card,SOFT_DECLINE,3,0.068,16,780,1,0
1924,debit_card,UNKNOWN,2,0.361,18,866,1,0
901,net_banking,TRANSIENT,3,0.918,7,1474,1,0
1424,upi,TRANSIENT,1,0.14,0,1184,1,0
4219,credit_card,TRANSIENT,1,0.353,18,1328,0,0
430,credit_card,SOFT_DECLINE,1,0.285,13,658,1,1
3248,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.79,4,396,0,1
284,upi,TRANSIENT,1,0.979,6,1271,1,1
6212,credit_card,SOFT_DECLINE,3,0.667,9,1192,0,1
285,debit_card,SOFT_DECLINE,1,0.328,19,141,0,0
4483,upi,UNKNOWN,2,0.752,12,967,0,1
4185,debit_card,UNKNOWN,1,0.392,19,662,0,0
4764,net_banking,UNKNOWN,2,0.565,9,460,0,0
3376,upi,CUSTOMER_ACTION_REQUIRED,1,0.579,10,1642,0,1
2745,credit_card,SOFT_DECLINE,1,0.751,4,461,0,0
4015,upi,SOFT_DECLINE,3,0.718,13,1917,0,0
4575,debit_card,HARD_DECLINE,1,0.682,14,392,1,0
7895,upi,TRANSIENT,1,0.105,11,235,0,1
1880,debit_card,HARD_DECLINE,1,0.98,16,840,1,0
99,upi,SOFT_DECLINE,1,0.98,5,586,0,0
2620,net_banking,UNKNOWN,2,0.68,25,1584,0,0
516,debit_card,SOFT_DECLINE,1,0.087,21,643,1,0
4729,credit_card,UNKNOWN,2,0.869,17,537,0,1
255,credit_card,HARD_DECLINE,2,0.645,25,1910,1,0
3644,upi,HARD_DECLINE,2,0.61,25,34,1,0
5429,net_banking,TRANSIENT,1,0.764,5,93,1,1
3428,debit_card,HARD_DECLINE,1,0.928,7,1696,0,0
2936,upi,HARD_DECLINE,1,0.08,15,123,1,0
3238,debit_card,HARD_DECLINE,1,0.834,5,1304,1,1
1566,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.399,18,1458,0,1
640,credit_card,TRANSIENT,1,0.998,23,192,0,1
3981,wallet,SOFT_DECLINE,3,0.85,16,518,1,0
7093,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.373,2,670,1,0
424,credit_card,SOFT_DECLINE,2,0.69,14,52,1,1
3761,net_banking,UNKNOWN,2,0.053,19,516,0,0
866,net_banking,SOFT_DECLINE,1,0.713,20,263,1,1
1868,upi,TRANSIENT,1,0.375,19,1812,0,1
5623,debit_card,HARD_DECLINE,1,0.711,12,358,0,0
6124,credit_card,TRANSIENT,1,0.099,14,1185,1,1
4143,net_banking,SOFT_DECLINE,1,0.027,23,1581,1,0
8132,net_banking,TRANSIENT,3,0.468,23,1129,0,1
4332,credit_card,HARD_DECLINE,1,0.257,5,915,0,0
3916,credit_card,TRANSIENT,1,0.084,21,1682,0,1
3364,credit_card,HARD_DECLINE,2,0.078,16,605,0,1
2869,debit_card,SOFT_DECLINE,2,0.003,8,1057,1,0
7031,debit_card,SOFT_DECLINE,1,0.436,19,1037,1,1
4663,credit_card,HARD_DECLINE,1,0.45,8,1381,1,1
507,credit_card,UNKNOWN,1,0.903,14,372,0,0
7696,net_banking,SOFT_DECLINE,1,0.187,0,271,0,0
6248,credit_card,TRANSIENT,1,0.193,0,904,0,0
5617,credit_card,SOFT_DECLINE,2,0.04,0,396,1,0
99,upi,TRANSIENT,2,0.475,2,1502,1,1
600,debit_card,SOFT_DECLINE,3,0.858,18,922,0,0
7482,upi,UNKNOWN,2,0.255,1,947,0,0
5827,credit_card,SOFT_DECLINE,2,0.94,17,1376,0,0
3092,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.335,13,1053,0,0
1822,net_banking,SOFT_DECLINE,1,0.338,8,1186,0,1
3682,upi,SOFT_DECLINE,1,0.075,15,1811,0,0
353,net_banking,TRANSIENT,2,0.555,8,1471,0,0
4456,debit_card,SOFT_DECLINE,1,0.862,23,334,1,0
5364,upi,HARD_DECLINE,1,0.268,18,1167,0,0
9221,debit_card,HARD_DECLINE,2,0.876,6,470,0,0
2153,upi,SOFT_DECLINE,1,0.7,8,91,0,0
508,debit_card,HARD_DECLINE,2,0.308,12,616,0,0
4824,credit_card,HARD_DECLINE,1,0.319,24,834,0,0
99,upi,HARD_DECLINE,2,0.405,25,348,0,0
1961,credit_card,UNKNOWN,1,0.312,0,1953,0,1
3678,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.262,4,218,0,0
4864,upi,SOFT_DECLINE,1,0.972,13,463,0,0
4247,debit_card,SOFT_DECLINE,1,0.283,8,775,0,0
1925,net_banking,HARD_DECLINE,3,0.203,9,1942,1,0
1150,credit_card,SOFT_DECLINE,1,0.478,9,371,0,1
2044,upi,HARD_DECLINE,1,0.625,9,805,1,1
8309,credit_card,SOFT_DECLINE,1,0.752,20,1280,1,1
7463,credit_card,SOFT_DECLINE,1,0.501,14,385,1,0
789,upi,SOFT_DECLINE,1,0.765,18,1692,1,1
877,debit_card,TRANSIENT,2,0.261,20,184,0,1
4678,net_banking,SOFT_DECLINE,1,0.34,14,1694,0,1
6422,credit_card,SOFT_DECLINE,1,0.724,2,317,1,0
540,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.384,5,661,1,1
3483,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.416,13,891,0,0
4217,credit_card,TRANSIENT,1,0.75,9,1273,1,1
132,upi,HARD_DECLINE,1,0.491,22,1317,1,0
2893,net_banking,SOFT_DECLINE,1,0.102,5,682,1,0
4038,debit_card,TRANSIENT,1,0.254,1,413,0,1
1264,net_banking,HARD_DECLINE,3,0.511,7,1338,1,0
1872,debit_card,TRANSIENT,1,0.748,19,1152,1,1
3279,upi,CUSTOMER_ACTION_REQUIRED,2,0.752,14,1064,0,0
456,upi,UNKNOWN,1,0.278,8,309,1,1
4892,net_banking,SOFT_DECLINE,1,0.423,22,754,0,1
6420,net_banking,HARD_DECLINE,2,0.709,19,589,0,0
7225,debit_card,SOFT_DECLINE,2,0.609,5,1244,1,1
261,upi,SOFT_DECLINE,2,0.601,17,1767,0,0
2784,debit_card,SOFT_DECLINE,1,0.218,8,1524,0,1
1874,credit_card,TRANSIENT,2,0.57,7,728,0,1
1050,credit_card,TRANSIENT,1,0.633,12,901,0,0
5494,debit_card,SOFT_DECLINE,2,0.907,12,65,0,0
5758,credit_card,TRANSIENT,1,0.165,4,807,1,0
4031,debit_card,CUSTOMER_ACTION_REQUIRED,2,0.131,8,737,0,1
1524,upi,SOFT_DECLINE,1,0.336,25,596,0,0
1364,upi,SOFT_DECLINE,1,0.038,14,1510,0,0
652,upi,UNKNOWN,1,0.86,17,1693,0,0
7773,upi,HARD_DECLINE,1,0.17,10,1951,0,0
99,debit_card,SOFT_DECLINE,1,0.492,10,1612,1,1
1035,upi,SOFT_DECLINE,3,0.621,18,1434,0,0
3572,credit_card,SOFT_DECLINE,1,0.873,18,1292,1,1
549,debit_card,TRANSIENT,1,0.438,1,1177,1,1
3959,credit_card,HARD_DECLINE,1,0.32,10,483,0,0
4007,wallet,TRANSIENT,2,0.608,15,798,0,1
1471,debit_card,HARD_DECLINE,2,0.022,1,1076,0,1
6702,credit_card,HARD_DECLINE,2,0.076,16,1256,0,0
147,debit_card,SOFT_DECLINE,3,0.893,6,1379,1,0
1372,upi,SOFT_DECLINE,2,0.481,25,1841,0,1
2716,wallet,TRANSIENT,1,0.815,9,606,1,1
749,upi,TRANSIENT,2,0.054,5,1416,1,0
